 Mortalidade - Brasil
Óbitos p/Residênc por Município e Ano do Óbito
Período:1993-1995
"Município";"1993";"1994";"1995";"Total"
"354410 Rio Grande da Serra";176;202;179;557
"354420 Riolândia";45;48;53;146
"354350 Riversul";68;61;72;201
"354425 Rosana";61;74;68;203
"354430 Roseira";46;48;53;147
"354440 Rubiácea";19;15;18;52
"354450 Rubinéia";13;13;13;39
"354460 Sabino";32;26;36;94
"354470 Sagres";17;12;18;47
"354480 Sales";26;15;35;76
"354490 Sales Oliveira";46;37;52;135
"354500 Salesópolis";98;93;90;281
"354510 Salmourão";19;39;19;77
"354515 Saltinho";28;25;24;77
"354520 Salto";419;441;419;1279
"354530 Salto de Pirapora";189;178;201;568
"354540 Salto Grande";71;74;53;198
"354550 Sandovalina";20;17;11;48
"354560 Santa Adélia";91;76;117;284
"354570 Santa Albertina";37;61;35;133
"354580 Santa Bárbara d'Oeste";695;717;690;2102
"354600 Santa Branca";81;77;87;245
"354610 Santa Clara d'Oeste";24;11;17;52
"354620 Santa Cruz da Conceição";25;17;10;52
"354630 Santa Cruz das Palmeiras";143;178;166;487
"354640 Santa Cruz do Rio Pardo";277;260;255;792
"354650 Santa Ernestina";22;27;39;88
"354660 Santa Fé do Sul";160;176;187;523
"354670 Santa Gertrudes";60;62;69;191
"354680 Santa Isabel";282;291;281;854
"354690 Santa Lúcia";40;41;33;114
"354700 Santa Maria da Serra";22;29;27;78
"354710 Santa Mercedes";14;13;20;47
"354740 Santa Rita d'Oeste";17;12;18;47
"354750 Santa Rita do Passa Quatro";189;165;199;553
"354760 Santa Rosa de Viterbo";147;130;142;419
"354720 Santana da Ponte Pensa";8;12;12;32
"354730 Santana de Parnaíba";185;208;214;607
"354770 Santo Anastácio";151;184;151;486
"354780 Santo André";3954;4264;4080;12298
"354790 Santo Antônio da Alegria";37;46;29;112
"354800 Santo Antônio de Posse";101;123;85;309
"354805 Santo Antônio do Aracanguá";16;35;29;80
"354810 Santo Antônio do Jardim";41;38;31;110
"354820 Santo Antônio do Pinhal";35;44;37;116
"354830 Santo Expedito";24;12;18;54
"354840 Santópolis do Aguapeí";22;32;20;74
"354850 Santos";4316;4033;4387;12736
"354860 São Bento do Sapucaí";70;69;75;214
"354870 São Bernardo do Campo";3154;3408;3432;9994
"354880 São Caetano do Sul";1343;1325;1343;4011
"354890 São Carlos";1085;1131;1170;3386
"354900 São Francisco";17;10;20;47
"354910 São João da Boa Vista";510;518;540;1568
"354920 São João das Duas Pontes";16;19;19;54
"354925 São João de Iracema";7;4;6;17
"354930 São João do Pau d'Alho";14;19;12;45
"354940 São Joaquim da Barra";212;225;266;703
"354950 São José da Bela Vista";46;54;51;151
"354960 São José do Barreiro";21;28;27;76
"354970 São José do Rio Pardo";291;323;275;889
"354980 São José do Rio Preto";2070;2129;2114;6313
"354990 São José dos Campos";2352;2458;2712;7522
"354995 São Lourenço da Serra";39;42;75;156
"355000 São Luís do Paraitinga";81;92;74;247
"355010 São Manuel";270;287;260;817
"355020 São Miguel Arcanjo";155;183;187;525
"355030 São Paulo";66340;68146;71254;205740
"355040 São Pedro";164;152;174;490
"355050 São Pedro do Turvo";49;39;34;122
"355060 São Roque";408;429;505;1342
"355070 São Sebastião";257;262;329;848
"355080 São Sebastião da Grama";81;95;74;250
"355090 São Simão";100;101;98;299
"355100 São Vicente";1781;1906;2030;5717
"355110 Sarapuí";53;49;41;143
"355120 Sarutaiá";25;19;20;64
"355130 Sebastianópolis do Sul";17;13;9;39
"355140 Serra Azul";44;48;43;135
"355160 Serra Negra";183;179;149;511
"355150 Serrana";135;114;136;385
"355170 Sertãozinho";428;491;501;1420
"355180 Sete Barras";72;88;89;249
"355190 Severínia";66;60;70;196
"355200 Silveiras";31;30;31;92
"355210 Socorro";228;264;245;737
"355220 Sorocaba";2883;2886;2956;8725
"355230 Sud Mennucci";35;38;45;118
"355240 Sumaré";684;824;814;2322
"355255 Suzanápolis";8;18;11;37
"355250 Suzano";1170;1229;1158;3557
"355260 Tabapuã";74;74;76;224
"355270 Tabatinga";82;77;72;231
"355280 Taboão da Serra";974;1066;1121;3161
"355290 Taciba";32;46;23;101
"355300 Taguaí";41;53;41;135
"355310 Taiaçu";29;32;31;92
"355320 Taiúva";43;35;41;119
"355330 Tambaú";136;138;118;392
"355340 Tanabi";129;151;147;427
"355350 Tapiraí";47;56;42;145
"355360 Tapiratiba";88;80;82;250
"355370 Taquaritinga";351;347;334;1032
"355380 Taquarituba";166;141;149;456
"355385 Taquarivaí";14;25;26;65
"355390 Tarabai";25;27;31;83
"355395 Tarumã";45;42;50;137
"355400 Tatuí";523;587;606;1716
"355410 Taubaté";1352;1479;1537;4368
"355420 Tejupá";33;29;35;97
"355430 Teodoro Sampaio";85;111;96;292
"355440 Terra Roxa";37;38;45;120
"355450 Tietê";213;237;239;689
"355460 Timburi";34;32;25;91
"355465 Torre de Pedra";9;13;18;40
"355470 Torrinha";58;55;63;176
"355480 Tremembé";147;182;177;506
"355490 Três Fronteiras";36;34;28;98
"355495 Tuiuti";29;34;31;94
"355500 Tupã";426;476;430;1332
"355510 Tupi Paulista";80;92;89;261
"355520 Turiúba";12;11;14;37
"355530 Turmalina";10;13;13;36
"355535 Ubarana";16;20;14;50
"355540 Ubatuba";281;343;321;945
"355550 Ubirajara";26;31;28;85
"355560 Uchoa";54;69;42;165
"355570 União Paulista";4;8;8;20
"355580 Urânia";50;67;57;174
"355590 Uru";7;9;10;26
"355600 Urupês";72;77;75;224
"355610 Valentim Gentil";37;37;34;108
"355620 Valinhos";368;422;434;1224
"355630 Valparaíso";97;113;127;337
"355635 Vargem";35;33;40;108
"355640 Vargem Grande do Sul";202;250;248;700
"355645 Vargem Grande Paulista";110;130;140;380
"355650 Várzea Paulista";350;382;395;1127
"355660 Vera Cruz";71;84;70;225
"355670 Vinhedo";228;211;210;649
"355680 Viradouro";95;106;94;295
"355690 Vista Alegre do Alto";18;15;21;54
"355700 Votorantim";443;486;502;1431
"355710 Votuporanga";411;471;446;1328
"355715 Zacarias";7;2;10;19
"350000 Município ignorado - SP";3105;79;230;3414
"410010 Abatiá";60;50;58;168
"410020 Adrianópolis";51;46;56;153
"410030 Agudos do Sul";35;40;39;114
"410040 Almirante Tamandaré";455;450;459;1364
"410045 Altamira do Paraná";40;29;20;89
"412862 Alto Paraíso";23;15;20;58
"410060 Alto Paraná";78;60;69;207
"410070 Alto Piquiri";76;88;75;239
"410050 Altônia";141;139;127;407
"410080 Alvorada do Sul";55;66;44;165
"410090 Amaporã";27;23;21;71
"410100 Ampére";73;70;75;218
"410105 Anahy";17;14;16;47
"410110 Andirá";131;136;139;406
"410115 Ângulo";12;13;19;44
"410120 Antonina";137;133;128;398
"410130 Antônio Olinto";55;59;37;151
"410140 Apucarana";633;616;600;1849
"410150 Arapongas";444;430;485;1359
"410160 Arapoti";123;125;122;370
"410170 Araruna";71;63;53;187
"410180 Araucária";345;421;433;1199
"410190 Assaí";124;88;126;338
"410200 Assis Chateaubriand";227;218;210;655
"410210 Astorga";157;154;129;440
"410220 Atalaia";25;22;20;67
"410230 Balsa Nova";43;58;42;143
"410240 Bandeirantes";247;253;247;747
"410250 Barbosa Ferraz";117;113;107;337
"410270 Barra do Jacaré";12;9;8;29
"410260 Barracão";64;74;63;201
"410280 Bela Vista do Paraíso";109;113;110;332
"410290 Bituruna";83;75;67;225
"410300 Boa Esperança";28;33;28;89
"410302 Boa Esperança do Iguaçu";5;4;7;16
"410305 Boa Vista da Aparecida";50;57;58;165
"410310 Bocaiúva do Sul";58;56;44;158
"410320 Bom Sucesso";50;52;33;135
"410322 Bom Sucesso do Sul";17;16;25;58
"410330 Borrazópolis";68;66;62;196
"410335 Braganey";54;28;40;122
"410337 Brasilândia do Sul";18;16;28;62
"410340 Cafeara";10;10;14;34
"410345 Cafelândia";54;40;34;128
"410347 Cafezal do Sul";33;38;27;98
"410350 Califórnia";56;56;42;154
"410360 Cambará";167;229;186;582
"410370 Cambé";433;436;389;1258
"410380 Cambira";33;41;48;122
"410390 Campina da Lagoa";133;112;106;351
"410400 Campina Grande do Sul";157;142;98;397
"410405 Campo Bonito";25;21;18;64
"410410 Campo do Tenente";18;47;34;99
"410420 Campo Largo";445;442;453;1340
"410430 Campo Mourão";488;506;540;1534
"410440 Cândido de Abreu";101;93;107;301
"410442 Candói";91;96;100;287
"410445 Cantagalo";119;114;125;358
"410450 Capanema";118;102;103;323
"410460 Capitão Leônidas Marques";70;66;67;203
"410470 Carlópolis";94;96;104;294
"410480 Cascavel";1023;1169;1142;3334
"410490 Castro";404;407;381;1192
"410500 Catanduvas";45;59;57;161
"410510 Centenário do Sul";82;77;89;248
"410520 Cerro Azul";74;72;87;233
"410530 Céu Azul";55;42;65;162
"410540 Chopinzinho";83;75;75;233
"410550 Cianorte";280;295;277;852
"410560 Cidade Gaúcha";42;40;31;113
"410570 Clevelândia";88;105;94;287
"410580 Colombo";710;812;620;2142
"410590 Colorado";110;102;119;331
"410600 Congonhinhas";65;70;44;179
"410610 Conselheiro Mairinck";6;11;6;23
"410620 Contenda";81;74;62;217
"410630 Corbélia";89;96;102;287
"410640 Cornélio Procópio";326;314;327;967
"410650 Coronel Vivida";168;140;118;426
"410655 Corumbataí do Sul";44;36;22;102
"410680 Cruz Machado";78;113;105;296
"410657 Cruzeiro do Iguaçu";5;5;10;20
"410660 Cruzeiro do Oeste";161;150;139;450
"410670 Cruzeiro do Sul";25;15;28;68
"410690 Curitiba";8344;8581;8610;25535
"410700 Curiúva";72;81;64;217
"410715 Diamante D'Oeste";26;22;28;76
"410710 Diamante do Norte";44;41;34;119
"410712 Diamante do Sul";13;8;11;32
"410720 Dois Vizinhos";135;138;148;421
"410725 Douradina";31;35;36;102
"410730 Doutor Camargo";48;34;43;125
"412863 Doutor Ulysses";11;10;10;31
"410740 Enéas Marques";37;30;43;110
"410750 Engenheiro Beltrão";77;70;75;222
"410753 Entre Rios do Oeste";9;15;13;37
"410755 Farol";22;22;22;66
"410760 Faxinal";167;139;134;440
"410765 Fazenda Rio Grande";167;158;148;473
"410770 Fênix";37;39;29;105
"410775 Figueira";72;65;59;196
"410785 Flor da Serra do Sul";10;13;20;43
"410780 Floraí";43;37;35;115
"410790 Floresta";27;23;24;74
"410800 Florestópolis";63;66;75;204
"410810 Flórida";14;17;20;51
"410820 Formosa do Oeste";52;51;71;174
"410830 Foz do Iguaçu";854;844;883;2581
"410832 Francisco Alves";44;40;41;125
"410840 Francisco Beltrão";384;312;334;1030
"410850 General Carneiro";93;67;76;236
"410855 Godoy Moreira";21;26;22;69
"410860 Goioerê";232;221;229;682
"410870 Grandes Rios";70;80;60;210
"410880 Guaíra";188;189;176;553
"410890 Guairaçá";27;25;25;77
"410900 Guapirama";25;30;26;81
"410910 Guaporema";7;5;14;26
"410920 Guaraci";41;28;36;105
"410930 Guaraniaçu";122;100;122;344
"410940 Guarapuava";1083;1066;1015;3164
"410950 Guaraqueçaba";41;28;35;104
"410960 Guaratuba";120;130;135;385
"410965 Honório Serpa";16;28;24;68
"410970 Ibaiti";232;201;165;598
"410975 Ibema";28;26;21;75
"410980 Ibiporã";207;225;209;641
"410990 Icaraíma";74;80;65;219
"411000 Iguaraçu";30;18;17;65
"411005 Iguatu";15;19;10;44
"411010 Imbituva";162;185;201;548
"411020 Inácio Martins";82;45;63;190
"411030 Inajá";15;20;18;53
"411040 Indianópolis";30;27;23;80
"411050 Ipiranga";81;79;83;243
"411060 Iporã";103;137;118;358
"411065 Iracema do Oeste";19;24;15;58
"411070 Irati";338;362;339;1039
"411080 Iretama";63;85;68;216
"411090 Itaguajé";27;31;24;82
"411095 Itaipulândia";25;16;21;62
"411100 Itambaracá";39;44;50;133
"411110 Itambé";31;37;45;113
"411120 Itapejara d'Oeste";47;44;41;132
"411125 Itaperuçu";91;99;80;270
"411130 Itaúna do Sul";26;23;23;72
"411140 Ivaí";83;69;70;222
"411150 Ivaiporã";295;274;259;828
"411155 Ivaté";39;53;41;133
"411160 Ivatuba";7;23;15;45
"411170 Jaboti";31;21;28;80
"411180 Jacarezinho";348;309;309;966
"411190 Jaguapitã";84;82;66;232
"411200 Jaguariaíva";200;192;189;581
"411210 Jandaia do Sul";127;138;121;386
"411220 Janiópolis";65;49;44;158
"411230 Japira";15;8;23;46
"411240 Japurá";37;39;33;109
"411250 Jardim Alegre";92;66;88;246
"411260 Jardim Olinda";2;2;3;7
"411270 Jataizinho";73;71;76;220
"411275 Jesuítas";66;51;80;197
"411280 Joaquim Távora";83;84;80;247
"411290 Jundiaí do Sul";27;22;29;78
"411295 Juranda";38;41;64;143
"411300 Jussara";28;27;36;91
"411310 Kaloré";34;24;36;94
"411320 Lapa";276;273;294;843
"411325 Laranjal";22;33;23;78
"411330 Laranjeiras do Sul";229;230;223;682
"411340 Leópolis";19;26;23;68
"411342 Lidianópolis";26;27;21;74
"411345 Lindoeste";34;19;29;82
"411350 Loanda";98;98;110;306
"411360 Lobato";14;25;23;62
"411370 Londrina";2277;2255;2350;6882
"411373 Luiziana";45;42;55;142
"411375 Lunardelli";42;39;31;112
"411380 Lupionópolis";37;39;23;99
"411390 Mallet";114;102;91;307
"411400 Mamborê";94;89;90;273
"411410 Mandaguaçu";78;116;106;300
"411420 Mandaguari";208;203;170;581
"411430 Mandirituba";116;103;91;310
"411440 Mangueirinha";93;93;73;259
"411450 Manoel Ribas";71;77;73;221
"411460 Marechal Cândido Rondon";197;239;226;662
"411470 Maria Helena";42;40;50;132
"411480 Marialva";143;131;146;420
"411490 Marilândia do Sul";48;76;58;182
"411500 Marilena";37;36;32;105
"411510 Mariluz";62;74;83;219
"411520 Maringá";1270;1284;1406;3960
"411530 Mariópolis";31;31;28;90
"411535 Maripá";36;25;32;93
"411540 Marmeleiro";54;63;49;166
"411550 Marumbi";30;34;29;93
"411560 Matelândia";72;70;82;224
"411570 Matinhos";74;83;81;238
"411573 Mato Rico";32;21;18;71
"411575 Mauá da Serra";33;35;34;102
"411580 Medianeira";201;203;203;607
"411585 Mercedes";15;20;23;58
"411590 Mirador";14;11;10;35
"411600 Miraselva";45;30;27;102
"411605 Missal";54;44;53;151
"411610 Moreira Sales";111;109;89;309
"411620 Morretes";102;84;112;298
"411630 Munhoz de Melo";21;14;15;50
"411640 Nossa Senhora das Graças";20;20;12;52
"411650 Nova Aliança do Ivaí";7;2;3;12
"411660 Nova América da Colina";14;29;19;62
"411670 Nova Aurora";88;81;73;242
"411680 Nova Cantu";66;69;59;194
"411690 Nova Esperança";174;159;153;486
"411695 Nova Esperança do Sudoeste";9;25;10;44
"411700 Nova Fátima";51;76;48;175
"411705 Nova Laranjeiras";40;40;43;123
"411710 Nova Londrina";69;83;60;212
"411720 Nova Olímpia";63;40;44;147
"411725 Nova Prata do Iguaçu";47;68;69;184
"411721 Nova Santa Bárbara";22;25;21;68
"411722 Nova Santa Rosa";47;44;32;123
"411727 Nova Tebas";43;37;45;125
"411729 Novo Itacolomi";14;23;16;53
"411730 Ortigueira";162;163;165;490
"411740 Ourizona";19;17;22;58
"411745 Ouro Verde do Oeste";27;21;24;72
"411750 Paiçandu";118;134;135;387
"411760 Palmas";246;262;243;751
"411770 Palmeira";200;231;197;628
"411780 Palmital";108;106;118;332
"411790 Palotina";107;132;93;332
"411800 Paraíso do Norte";60;70;50;180
"411810 Paranacity";54;60;51;165
"411820 Paranaguá";798;925;853;2576
"411830 Paranapoema";11;14;14;39
"411840 Paranavaí";423;455;445;1323
"411845 Pato Bragado";17;22;16;55
"411850 Pato Branco";281;308;317;906
"411860 Paula Freitas";31;34;37;102
"411870 Paulo Frontin";54;55;49;158
"411880 Peabiru";114;84;106;304
"411890 Pérola";89;131;85;305
"411900 Pérola d'Oeste";49;66;62;177
"411910 Piên";55;55;50;160
