 Mortalidade - Brasil
Óbitos p/Residênc por Município e Ano do Óbito
Faixa Etária: Menor 1 ano
Período:1993-1995
"Município";"1993";"1994";"1995";"Total"
"110001 Alta Floresta D'Oeste";21;15;16;52
"110040 Alto Paraíso";-;2;10;12
"110034 Alvorada D'Oeste";17;17;31;65
"110002 Ariquemes";76;93;73;242
"110003 Cabixi";2;6;4;12
"110060 Cacaulândia";-;3;-;3
"110004 Cacoal";79;50;46;175
"110070 Campo Novo de Rondônia";-;4;10;14
"110090 Castanheiras";-;4;-;4
"110005 Cerejeiras";13;12;12;37
"110006 Colorado do Oeste";14;8;18;40
"110007 Corumbiara";-;-;2;2
"110008 Costa Marques";10;18;10;38
"110009 Espigão D'Oeste";9;6;8;23
"110100 Governador Jorge Teixeira";-;1;1;2
"110010 Guajará-Mirim";19;21;38;78
"110011 Jaru";58;57;56;171
"110012 Ji-Paraná";119;119;112;350
"110013 Machadinho D'Oeste";17;15;18;50
"110120 Ministro Andreazza";-;2;2;4
"110130 Mirante da Serra";-;3;4;7
"110140 Monte Negro";-;3;6;9
"110014 Nova Brasilândia D'Oeste";3;3;2;8
"110033 Nova Mamoré";1;3;4;8
"110050 Novo Horizonte do Oeste";-;1;4;5
"110015 Ouro Preto do Oeste";55;45;48;148
"110018 Pimenta Bueno";31;23;34;88
"110020 Porto Velho";129;95;66;290
"110025 Presidente Médici";22;19;28;69
"110026 Rio Crespo";-;-;2;2
"110028 Rolim de Moura";57;44;32;133
"110029 Santa Luzia D'Oeste";8;4;4;16
"110032 São Miguel do Guaporé";13;2;4;19
"110150 Seringueiras";-;2;4;6
"110160 Theobroma";-;1;2;3
"110170 Urupá";-;3;2;5
"110180 Vale do Paraíso";-;2;-;2
"110030 Vilhena";48;40;55;143
"110000 Município ignorado - RO";7;1;-;8
"120001 Acrelândia";2;-;-;2
"120005 Assis Brasil";-;-;1;1
"120010 Brasiléia";11;11;9;31
"120013 Bujari";-;-;1;1
"120017 Capixaba";1;-;1;2
"120020 Cruzeiro do Sul";52;75;39;166
"120025 Epitaciolândia";3;8;5;16
"120030 Feijó";9;23;23;55
"120033 Mâncio Lima";-;-;1;1
"120034 Manoel Urbano";-;2;2;4
"120035 Marechal Thaumaturgo";-;-;1;1
"120038 Plácido de Castro";11;3;7;21
"120080 Porto Acre";-;-;1;1
"120040 Rio Branco";313;325;274;912
"120042 Rodrigues Alves";-;1;-;1
"120043 Santa Rosa do Purus";-;-;1;1
"120050 Sena Madureira";14;9;11;34
"120045 Senador Guiomard";1;-;-;1
"120060 Tarauacá";6;3;-;9
"120070 Xapuri";4;2;2;8
"130002 Alvarães";1;-;1;2
"130010 Anori";-;1;2;3
"130014 Apuí";-;5;7;12
"130020 Atalaia do Norte";-;3;3;6
"130030 Autazes";-;1;2;3
"130040 Barcelos";4;-;-;4
"130060 Benjamin Constant";-;6;1;7
"130063 Beruri";5;3;4;12
"130068 Boa Vista do Ramos";-;-;1;1
"130070 Boca do Acre";-;1;2;3
"130090 Canutama";5;4;5;14
"130100 Carauari";9;25;36;70
"130110 Careiro";1;-;2;3
"130115 Careiro da Várzea";-;1;2;3
"130120 Coari";13;11;12;36
"130130 Codajás";3;7;7;17
"130140 Eirunepé";2;-;-;2
"130150 Envira";3;9;8;20
"130165 Guajará";-;5;2;7
"130170 Humaitá";17;13;24;54
"130180 Ipixuna";4;1;1;6
"130185 Iranduba";-;4;3;7
"130190 Itacoatiara";72;76;59;207
"130195 Itamarati";-;1;1;2
"130200 Itapiranga";1;2;1;4
"130240 Lábrea";65;54;30;149
"130250 Manacapuru";8;10;23;41
"130255 Manaquiri";1;1;-;2
"130260 Manaus";1498;1549;1460;4507
"130280 Maraã";-;-;1;1
"130290 Maués";5;16;5;26
"130300 Nhamundá";21;13;4;38
"130310 Nova Olinda do Norte";1;-;2;3
"130320 Novo Airão";-;-;2;2
"130330 Novo Aripuanã";2;8;7;17
"130340 Parintins";17;19;15;51
"130350 Pauini";1;-;-;1
"130353 Presidente Figueiredo";1;1;-;2
"130356 Rio Preto da Eva";1;1;-;2
"130360 Santa Isabel do Rio Negro";-;-;2;2
"130380 São Gabriel da Cachoeira";18;8;18;44
"130390 São Paulo de Olivença";4;5;6;15
"130400 Silves";1;-;3;4
"130406 Tabatinga";20;28;18;66
"130410 Tapauá";-;8;3;11
"130420 Tefé";18;20;8;46
"130430 Urucará";-;1;4;5
"130440 Urucurituba";-;4;-;4
"130000 Município ignorado - AM";9;-;-;9
"140005 Alto Alegre";1;2;7;10
"140010 Boa Vista";174;192;178;544
"140015 Bonfim";2;6;4;12
"140020 Caracaraí";3;9;4;16
"140030 Mucajaí";2;1;6;9
"140040 Normandia";-;1;5;6
"140050 São João da Baliza";4;-;1;5
"140060 São Luiz";-;-;1;1
"150010 Abaetetuba";92;89;74;255
"150020 Acará";1;4;2;7
"150030 Afuá";5;6;-;11
"150040 Alenquer";8;2;6;16
"150050 Almeirim";1;-;-;1
"150060 Altamira";44;66;105;215
"150070 Anajás";1;-;2;3
"150080 Ananindeua";186;207;177;570
"150090 Augusto Corrêa";-;3;3;6
"150095 Aurora do Pará";-;-;2;2
"150100 Aveiro";-;1;-;1
"150110 Bagre";5;3;6;14
"150120 Baião";3;6;8;17
"150130 Barcarena";11;17;5;33
"150140 Belém";843;898;812;2553
"150150 Benevides";9;4;3;16
"150157 Bom Jesus do Tocantins";3;3;1;7
"150160 Bonito";1;-;-;1
"150170 Bragança";5;4;4;13
"150172 Brasil Novo";4;2;7;13
"150175 Brejo Grande do Araguaia";1;2;1;4
"150178 Breu Branco";2;1;-;3
"150180 Breves";57;70;61;188
"150190 Bujaru";1;1;3;5
"150200 Cachoeira do Arari";4;7;3;14
"150210 Cametá";64;30;6;100
"150220 Capanema";29;21;9;59
"150230 Capitão Poço";15;29;31;75
"150240 Castanhal";143;95;82;320
"150250 Chaves";2;-;-;2
"150260 Colares";5;5;1;11
"150270 Conceição do Araguaia";13;1;16;30
"150275 Concórdia do Pará";14;16;6;36
"150277 Curionópolis";1;-;-;1
"150280 Curralinho";7;3;5;15
"150290 Curuçá";10;11;2;23
"150293 Dom Eliseu";2;-;-;2
"150295 Eldorado do Carajás";1;-;1;2
"150300 Faro";2;1;1;4
"150307 Garrafão do Norte";-;-;7;7
"150309 Goianésia do Pará";-;-;1;1
"150310 Gurupá";6;4;12;22
"150320 Igarapé-Açu";35;27;30;92
"150330 Igarapé-Miri";7;10;2;19
"150340 Inhangapi";6;1;1;8
"150345 Ipixuna do Pará";-;2;4;6
"150350 Irituia";10;9;-;19
"150360 Itaituba";44;51;7;102
"150370 Itupiranga";26;4;1;31
"150375 Jacareacanga";4;1;1;6
"150380 Jacundá";2;1;4;7
"150390 Juruti";11;7;5;23
"150400 Limoeiro do Ajuru";3;1;1;5
"150405 Mãe do Rio";14;26;18;58
"150410 Magalhães Barata";3;1;1;5
"150420 Marabá";66;16;61;143
"150430 Maracanã";1;3;2;6
"150440 Marapanim";9;9;6;24
"150445 Medicilândia";8;8;8;24
"150450 Melgaço";7;1;2;10
"150460 Mocajuba";3;-;-;3
"150470 Moju";18;13;15;46
"150480 Monte Alegre";18;15;23;56
"150490 Muaná";10;15;8;33
"150495 Nova Esperança do Piriá";1;-;1;2
"150500 Nova Timboteua";4;2;1;7
"150503 Novo Progresso";1;-;-;1
"150506 Novo Repartimento";2;1;5;8
"150510 Óbidos";22;11;4;37
"150520 Oeiras do Pará";2;1;-;3
"150530 Oriximiná";40;34;34;108
"150540 Ourém";1;1;5;7
"150543 Ourilândia do Norte";-;1;-;1
"150548 Pacajá";5;2;1;8
"150549 Palestina do Pará";-;1;-;1
"150550 Paragominas";112;96;75;283
"150553 Parauapebas";19;18;31;68
"150560 Peixe-Boi";3;2;-;5
"150570 Ponta de Pedras";4;4;2;10
"150580 Portel";13;11;12;36
"150590 Porto de Moz";5;9;11;25
"150600 Prainha";1;3;2;6
"150610 Primavera";6;13;11;30
"150613 Redenção";43;31;60;134
"150616 Rio Maria";13;9;12;34
"150618 Rondon do Pará";8;10;6;24
"150619 Rurópolis";13;15;15;43
"150620 Salinópolis";20;22;25;67
"150630 Salvaterra";12;10;7;29
"150635 Santa Bárbara do Pará";1;-;-;1
"150640 Santa Cruz do Arari";2;1;1;4
"150650 Santa Izabel do Pará";52;40;60;152
"150655 Santa Luzia do Pará";2;2;7;11
"150658 Santa Maria das Barreiras";1;2;-;3
"150660 Santa Maria do Pará";6;1;2;9
"150670 Santana do Araguaia";1;1;-;2
"150680 Santarém";143;166;124;433
"150690 Santarém Novo";4;2;4;10
"150700 Santo Antônio do Tauá";4;4;7;15
"150710 São Caetano de Odivelas";6;6;6;18
"150715 São Domingos do Araguaia";1;-;-;1
"150720 São Domingos do Capim";-;1;-;1
"150730 São Félix do Xingu";16;2;2;20
"150740 São Francisco do Pará";1;1;3;5
"150745 São Geraldo do Araguaia";2;2;2;6
"150747 São João de Pirabas";7;5;7;19
"150760 São Miguel do Guamá";17;13;27;57
"150770 São Sebastião da Boa Vista";2;9;8;19
"150780 Senador José Porfírio";2;2;1;5
"150790 Soure";37;30;19;86
"150795 Tailândia";3;6;4;13
"150797 Terra Santa";10;8;8;26
"150800 Tomé-Açu";5;1;2;8
"150808 Tucumã";-;2;1;3
"150810 Tucuruí";41;19;23;83
"150812 Ulianópolis";-;-;3;3
"150815 Uruará";12;10;7;29
"150820 Vigia";37;32;26;95
"150830 Viseu";-;-;2;2
"150835 Vitória do Xingu";-;2;4;6
"150840 Xinguara";3;1;-;4
"150000 Município ignorado - PA";1;-;-;1
"160010 Amapá";-;1;1;2
"160020 Calçoene";1;-;2;3
"160021 Cutias";-;1;-;1
"160023 Ferreira Gomes";-;-;1;1
"160027 Laranjal do Jari";7;1;-;8
"160030 Macapá";263;224;264;751
"160040 Mazagão";4;3;4;11
"160050 Oiapoque";-;1;1;2
"160015 Pedra Branca do Amapari";1;2;1;4
"160053 Porto Grande";3;1;7;11
"160055 Pracuúba";-;1;-;1
"160060 Santana";34;45;62;141
"160005 Serra do Navio";1;13;3;17
"160070 Tartarugalzinho";1;-;1;2
"170035 Aliança do Tocantins";4;2;3;9
"170040 Almas";1;1;-;2
"170070 Alvorada";4;2;6;12
"170100 Ananás";-;2;1;3
"170130 Aragominas";-;1;-;1
"170190 Araguacema";1;1;1;3
"170200 Araguaçu";1;1;1;3
"170210 Araguaína";69;89;90;248
"170215 Araguanã";1;-;1;2
"170220 Araguatins";10;6;7;23
"170230 Arapoema";-;2;5;7
"170240 Arraias";5;3;4;12
"170255 Augustinópolis";11;4;13;28
"170270 Aurora do Tocantins";1;-;-;1
"170290 Axixá do Tocantins";9;3;10;22
"170300 Babaçulândia";2;1;-;3
"170310 Barrolândia";1;-;-;1
"170360 Brasilândia do Tocantins";-;-;1;1
"170370 Brejinho de Nazaré";5;5;2;12
"170380 Buriti do Tocantins";-;-;1;1
"170382 Cachoeirinha";-;-;1;1
"170386 Cariri do Tocantins";-;-;3;3
"170389 Carrasco Bonito";2;2;-;4
"170390 Caseara";3;1;1;5
"170550 Colinas do Tocantins";4;11;6;21
"171670 Colméia";4;-;4;8
"170555 Combinado";1;1;2;4
"170600 Couto Magalhães";1;-;-;1
"170610 Cristalândia";2;-;2;4
"170700 Dianópolis";-;1;2;3
"170720 Dois Irmãos do Tocantins";2;-;-;2
"170730 Dueré";2;1;-;3
"170740 Esperantina";3;1;2;6
"170755 Fátima";-;-;1;1
"170765 Figueirópolis";3;6;2;11
"170770 Filadélfia";3;1;2;6
"170820 Formoso do Araguaia";9;11;4;24
"170830 Goianorte";-;-;1;1
"170900 Goiatins";1;-;2;3
"170930 Guaraí";2;1;1;4
"170950 Gurupi";72;49;48;169
"171050 Itacajá";-;-;1;1
"171070 Itaguatins";-;-;2;2
"171110 Itaporã do Tocantins";-;1;2;3
"171150 Jaú do Tocantins";1;-;-;1
"171190 Lagoa da Confusão";-;-;1;1
"171240 Lizarda";2;-;2;4
"171250 Marianópolis do Tocantins";3;-;-;3
"171320 Miracema do Tocantins";7;3;5;15
"171330 Miranorte";3;1;4;8
"171360 Monte do Carmo";4;3;2;9
"171395 Muricilândia";1;2;2;5
"171420 Natividade";9;6;1;16
"171430 Nazaré";4;-;-;4
"171488 Nova Olinda";-;-;2;2
"171500 Nova Rosalândia";2;-;-;2
"171510 Novo Acordo";-;1;-;1
"172100 Palmas";27;34;35;96
"171570 Palmeirante";-;-;1;1
"171575 Palmeirópolis";4;5;3;12
"171610 Paraíso do Tocantins";25;6;34;65
"171620 Paranã";10;-;2;12
"171630 Pau D'Arco";2;1;-;3
"171660 Peixe";4;1;3;8
"171665 Pequizeiro";1;-;-;1
"171700 Pindorama do Tocantins";3;-;-;3
"171750 Pium";-;-;1;1
"171780 Ponte Alta do Bom Jesus";1;-;-;1
"171790 Ponte Alta do Tocantins";1;1;2;4
"171820 Porto Nacional";54;46;47;147
"171830 Praia Norte";3;-;6;9
"171840 Presidente Kennedy";-;1;-;1
"171875 Rio Sono";1;-;-;1
"171880 Sampaio";1;2;1;4
"171890 Santa Rosa do Tocantins";-;-;1;1
"171900 Santa Tereza do Tocantins";1;-;-;1
"172020 São Miguel do Tocantins";1;3;1;5
"172030 São Sebastião do Tocantins";1;-;-;1
"172049 São Valério";-;1;-;1
"172065 Silvanópolis";1;1;4;6
"172080 Sítio Novo do Tocantins";-;1;3;4
"172090 Taguatinga";1;1;1;3
"172110 Tocantínia";-;1;1;2
"172120 Tocantinópolis";4;10;4;18
"172208 Wanderlândia";2;-;-;2
"172210 Xambioá";11;6;9;26
"170000 Município ignorado - TO";1;2;5;8
"210005 Açailândia";37;53;44;134
"210020 Alcântara";3;2;-;5
"210070 Anajatuba";-;1;1;2
"210090 Araioses";1;1;-;2
"210095 Arame";-;1;-;1
"210100 Arari";1;-;-;1
"210110 Axixá";3;1;1;5
"210120 Bacabal";19;27;35;81
"210140 Balsas";1;-;2;3
"210150 Barão de Grajaú";5;1;2;8
"210160 Barra do Corda";13;18;4;35
"210170 Barreirinhas";2;2;1;5
"210200 Bom Jardim";1;1;22;24
"210210 Brejo";1;6;16;23
"210220 Buriti";2;25;10;37
"210240 Cajapió";3;-;-;3
"210250 Cajari";-;-;1;1
"210260 Cândido Mendes";-;-;2;2
"210270 Cantanhede";3;8;-;11
"210280 Carolina";5;1;1;7
"210290 Carutapera";5;1;1;7
"210300 Caxias";1;-;16;17
"210320 Chapadinha";1;-;1;2
"210330 Codó";34;22;41;97
"210340 Coelho Neto";2;-;-;2
"210350 Colinas";4;-;13;17
"210360 Coroatá";3;1;1;5
"210370 Cururupu";-;7;4;11
"210380 Dom Pedro";1;-;-;1
"210390 Duque Bacelar";-;2;1;3
"210400 Esperantinópolis";1;-;2;3
"210405 Estreito";4;-;1;5
"210430 Godofredo Viana";-;-;1;1
"210480 Grajaú";2;-;-;2
"210500 Humberto de Campos";-;-;1;1
"210510 Icatu";1;1;1;3
"210520 Igarapé Grande";-;1;-;1
"210530 Imperatriz";18;24;9;51
"210540 Itapecuru Mirim";-;1;3;4
"210570 Lago da Pedra";1;-;2;3
"210590 Lago Verde";1;-;-;1
"210620 Luís Domingues";5;-;-;5
"210630 Magalhães de Almeida";1;-;-;1
"210640 Mata Roma";2;1;6;9
"210650 Matinha";-;1;-;1
"210660 Matões";2;1;1;4
"210670 Mirador";-;-;1;1
"210675 Miranda do Norte";1;-;-;1
"210680 Mirinzal";-;1;-;1
"210710 Morros";-;1;-;1
"210750 Paço do Lumiar";19;14;8;41
"210760 Palmeirândia";-;-;1;1
"210770 Paraibano";-;-;1;1
"210780 Parnarama";-;2;1;3
"210790 Passagem Franca";1;-;-;1
"210820 Pedreiras";3;4;-;7
"210830 Penalva";1;-;-;1
"210850 Pindaré-Mirim";-;-;1;1
"210860 Pinheiro";4;3;6;13
"210870 Pio XII";7;-;1;8
"210880 Pirapemas";1;-;9;10
"210890 Poção de Pedras";1;-;-;1
"210900 Porto Franco";4;6;2;12
"210910 Presidente Dutra";-;1;1;2
"210920 Presidente Juscelino";4;4;-;8
"210930 Presidente Vargas";-;-;1;1
"210950 Riachão";-;1;-;1
"210960 Rosário";4;4;2;10
"210980 Santa Helena";-;5;7;12
"210990 Santa Inês";-;1;3;4
"211000 Santa Luzia";3;2;-;5
"211010 Santa Quitéria do Maranhão";-;-;2;2
"211020 Santa Rita";1;-;1;2
"211030 Santo Antônio dos Lopes";1;-;-;1
"211050 São Bento";3;3;4;10
"211060 São Bernardo";4;-;-;4
"211090 São Francisco do Maranhão";3;1;1;5
"211110 São João dos Patos";11;1;4;16
"211120 São José de Ribamar";23;23;12;58
"211130 São Luís";612;631;691;1934
"211150 São Mateus do Maranhão";1;-;2;3
"211170 São Vicente Ferrer";-;1;-;1
"211210 Timbiras";-;-;1;1
"211220 Timon";74;56;44;174
"211250 Tutóia";1;-;-;1
"211260 Urbano Santos";3;-;1;4
"211270 Vargem Grande";-;-;1;1
"211280 Viana";1;1;-;2
"211290 Vitória do Mearim";-;2;17;19
"211300 Vitorino Freire";-;-;1;1
"211400 Zé Doca";4;1;1;6
"210000 Município ignorado - MA";1;-;41;42
"220010 Agricolândia";2;1;-;3
"220020 Água Branca";5;-;-;5
"220027 Alegrete do Piauí";4;-;4;8
"220030 Alto Longá";-;-;1;1
"220040 Altos";10;6;3;19
"220050 Amarante";5;4;4;13
"220060 Angical do Piauí";1;-;1;2
"220070 Anísio de Abreu";2;-;-;2
"220080 Antônio Almeida";2;-;-;2
"220090 Aroazes";-;1;1;2
"220100 Arraial";6;7;2;15
"220120 Barras";34;44;29;107
"220130 Barreiras do Piauí";1;-;-;1
"220140 Barro Duro";-;1;-;1
"220150 Batalha";15;14;9;38
"220160 Beneditinos";-;1;1;2
"220170 Bertolínia";1;1;-;2
"220180 Bocaina";1;-;-;1
"220190 Bom Jesus";4;1;1;6
"220191 Bom Princípio do Piauí";1;-;-;1
"220200 Buriti dos Lopes";7;9;1;17
"220205 Cabeceiras do Piauí";1;1;7;9
"220209 Caldeirão Grande do Piauí";2;-;-;2
"220210 Campinas do Piauí";-;1;-;1
"220220 Campo Maior";17;19;2;38
"220230 Canto do Buriti";12;7;10;29
"220240 Capitão de Campos";2;-;1;3
"220250 Caracol";1;-;-;1
"220260 Castelo do Piauí";1;2;4;7
"220270 Cocal";7;5;-;12
"220275 Colônia do Gurguéia";-;1;2;3
"220277 Colônia do Piauí";3;1;-;4
"220280 Conceição do Canindé";1;1;2;4
"220290 Corrente";1;1;-;2
"220330 Demerval Lobão";2;2;1;5
"220342 Domingos Mourão";1;-;1;2
"220350 Elesbão Veloso";2;-;1;3
"220370 Esperantina";13;17;9;39
"220390 Floriano";23;11;5;39
"220400 Francinópolis";1;-;-;1
"220410 Francisco Ayres";5;2;-;7
"220420 Francisco Santos";2;-;-;2
"220430 Fronteiras";3;-;3;6
"220440 Gilbués";-;1;-;1
"220450 Guadalupe";1;1;-;2
"220460 Hugo Napoleão";-;2;5;7
"220470 Inhuma";-;4;9;13
"220490 Isaías Coelho";3;-;-;3
"220500 Itainópolis";3;1;-;4
"220510 Itaueira";2;3;-;5
"220520 Jaicós";2;-;-;2
"220540 Joaquim Pires";2;1;21;24
"220550 José de Freitas";4;5;1;10
"220555 Lagoa Alegre";-;2;1;3
"220556 Lagoa do Barro do Piauí";1;-;-;1
"220560 Landri Sales";2;3;5;10
"220570 Luís Correia";4;2;2;8
"220580 Luzilândia";14;11;9;34
"220590 Manoel Emídio";1;1;3;5
"220600 Marcos Parente";-;-;2;2
"220610 Matias Olímpio";1;3;3;7
"220620 Miguel Alves";3;7;2;12
"220630 Miguel Leão";-;1;1;2
"220640 Monsenhor Gil";1;1;-;2
"220650 Monsenhor Hipólito";2;-;-;2
"220660 Monte Alegre do Piauí";-;1;-;1
"220670 Nazaré do Piauí";1;-;-;1
"220680 Nossa Senhora dos Remédios";-;3;1;4
"220700 Oeiras";22;24;16;62
"220720 Padre Marcos";8;-;1;9
"220750 Palmeirais";5;2;4;11
"220770 Parnaíba";31;20;15;66
"220780 Paulistana";2;8;3;13
"220790 Pedro II";-;2;-;2
"220800 Picos";22;-;3;25
"220810 Pimenteiras";1;11;5;17
"220820 Pio IX";17;9;16;42
"220830 Piracuruca";7;16;14;37
"220840 Piripiri";37;49;19;105
"220850 Porto";2;2;1;5
"220865 Queimada Nova";-;1;-;1
"220880 Regeneração";1;-;-;1
"220900 Rio Grande do Piauí";2;1;-;3
"220915 Santa Cruz dos Milagres";-;-;1;1
"220920 Santa Filomena";-;1;-;1
"220930 Santa Luz";7;-;-;7
"220937 Santa Rosa do Piauí";2;2;2;6
"220940 Santo Antônio de Lisboa";2;-;-;2
"220950 Santo Inácio do Piauí";6;1;1;8
"220960 São Félix do Piauí";-;1;-;1
"220970 São Francisco do Piauí";2;3;-;5
"220980 São Gonçalo do Piauí";2;-;-;2
"220990 São João da Serra";1;-;-;1
"221000 São João do Piauí";18;13;6;37
"221005 São José do Divino";-;1;-;1
"221010 São José do Peixe";-;1;-;1
"221020 São José do Piauí";4;-;-;4
"221030 São Julião";3;-;-;3
"221040 São Miguel do Tapuio";7;8;6;21
"221050 São Pedro do Piauí";6;6;1;13
"221060 São Raimundo Nonato";-;1;-;1
"221080 Simplício Mendes";4;1;-;5
"221090 Socorro do Piauí";1;-;-;1
"221100 Teresina";432;374;344;1150
"221110 União";4;2;6;12
"221130 Valença do Piauí";1;4;15;20
"221140 Várzea Grande";1;-;-;1
"220000 Município ignorado - PI";-;-;1;1
"230010 Abaiara";-;3;8;11
"230015 Acarape";11;7;5;23
"230020 Acaraú";37;59;41;137
"230030 Acopiara";14;37;25;76
"230040 Aiuaba";5;11;14;30
"230050 Alcântaras";18;22;5;45
"230060 Altaneira";4;6;8;18
"230070 Alto Santo";16;8;1;25
"230075 Amontada";21;7;5;33
"230080 Antonina do Norte";1;3;-;4
"230090 Apuiarés";4;1;1;6
"230100 Aquiraz";16;17;5;38
"230110 Aracati";25;25;40;90
"230120 Aracoiaba";9;8;1;18
"230125 Ararendá";13;8;9;30
"230130 Araripe";1;-;5;6
"230140 Aratuba";4;6;5;15
"230150 Arneiroz";-;-;4;4
"230160 Assaré";9;3;-;12
"230170 Aurora";1;28;13;42
"230180 Baixio";5;1;6;12
"230185 Banabuiú";20;33;21;74
"230190 Barbalha";6;3;9;18
"230195 Barreira";9;29;-;38
"230200 Barro";23;1;8;32
"230205 Barroquinha";21;33;30;84
"230210 Baturité";28;19;1;48
"230220 Beberibe";5;5;1;11
"230230 Bela Cruz";28;28;21;77
"230240 Boa Viagem";-;1;12;13
"230250 Brejo Santo";5;4;14;23
"230260 Camocim";13;29;12;54
"230270 Campos Sales";8;23;13;44
"230280 Canindé";46;36;24;106
"230290 Capistrano";7;7;12;26
"230300 Caridade";8;8;4;20
"230310 Cariré";11;8;14;33
"230320 Caririaçu";5;5;30;40
"230330 Cariús";7;3;7;17
"230340 Carnaubal";26;19;20;65
"230350 Cascavel";20;33;23;76
"230360 Catarina";1;10;6;17
"230365 Catunda";1;-;2;3
"230370 Caucaia";55;75;87;217
"230380 Cedro";7;8;15;30
"230390 Chaval";38;25;29;92
"230393 Choró";-;5;10;15
"230395 Chorozinho";19;36;16;71
"230400 Coreaú";27;11;18;56
"230410 Crateús";43;56;51;150
"230420 Crato";33;29;16;78
"230423 Croatá";48;49;33;130
"230425 Cruz";6;32;5;43
"230426 Deputado Irapuan Pinheiro";4;10;8;22
"230427 Ererê";2;2;2;6
"230428 Eusébio";6;12;5;23
"230430 Farias Brito";21;10;6;37
"230435 Forquilha";16;18;29;63
"230440 Fortaleza";1321;1395;1578;4294
"230445 Fortim";8;18;12;38
"230450 Frecheirinha";8;15;5;28
"230460 General Sampaio";11;10;4;25
"230465 Graça";4;7;8;19
"230470 Granja";1;24;3;28
"230480 Granjeiro";9;2;3;14
"230490 Groaíras";4;6;7;17
"230495 Guaiúba";14;5;4;23
"230500 Guaraciaba do Norte";35;30;15;80
"230510 Guaramiranga";3;5;1;9
"230520 Hidrolândia";10;1;4;15
"230523 Horizonte";31;46;36;113
"230526 Ibaretama";1;10;10;21
"230530 Ibiapina";16;22;13;51
"230533 Ibicuitinga";6;15;13;34
"230535 Icapuí";12;22;3;37
"230540 Icó";31;33;14;78
"230550 Iguatu";69;61;59;189
"230560 Independência";12;11;14;37
"230565 Ipaporanga";2;6;4;12
"230570 Ipaumirim";5;4;3;12
"230580 Ipu";15;9;3;27
"230590 Ipueiras";21;28;33;82
"230600 Iracema";9;12;6;27
"230610 Irauçuba";3;6;7;16
"230620 Itaiçaba";4;2;-;6
"230625 Itaitinga";8;19;7;34
"230630 Itapagé";12;17;12;41
"230640 Itapipoca";75;81;21;177
"230650 Itapiúna";11;10;7;28
"230655 Itarema";34;42;29;105
"230660 Itatira";6;27;26;59
"230670 Jaguaretama";12;17;10;39
"230680 Jaguaribara";4;4;2;10
"230690 Jaguaribe";16;25;19;60
"230700 Jaguaruana";29;36;6;71
"230710 Jardim";11;5;1;17
"230720 Jati";-;1;1;2
"230725 Jijoca de Jericoacoara";-;-;1;1
"230730 Juazeiro do Norte";44;40;128;212
"230740 Jucás";27;29;24;80
"230750 Lavras da Mangabeira";1;5;4;10
"230760 Limoeiro do Norte";8;7;6;21
"230763 Madalena";3;1;4;8
"230765 Maracanaú";59;68;44;171
"230770 Maranguape";59;18;64;141
"230780 Marco";43;37;24;104
"230790 Martinópole";6;20;6;32
"230800 Massapê";35;33;29;97
"230810 Mauriti";8;13;20;41
"230820 Meruoca";17;22;7;46
"230830 Milagres";6;1;5;12
"230835 Milhã";14;20;8;42
"230837 Miraíma";8;-;1;9
"230840 Missão Velha";1;4;15;20
"230850 Mombaça";13;42;47;102
"230860 Monsenhor Tabosa";4;2;1;7
"230870 Morada Nova";34;54;28;116
"230880 Moraújo";13;7;2;22
"230890 Morrinhos";6;27;6;39
"230900 Mucambo";6;13;12;31
"230910 Mulungu";3;3;2;8
"230920 Nova Olinda";3;3;2;8
"230930 Nova Russas";8;15;15;38
"230940 Novo Oriente";16;8;24;48
"230945 Ocara";19;17;13;49
"230950 Orós";40;24;15;79
"230960 Pacajus";4;6;6;16
"230970 Pacatuba";13;12;8;33
"230980 Pacoti";6;7;5;18
"230990 Pacujá";17;4;6;27
"231000 Palhano";-;5;1;6
"231010 Palmácia";6;4;3;13
"231020 Paracuru";1;13;5;19
"231025 Paraipaba";5;12;4;21
"231030 Parambu";28;31;38;97
"231040 Paramoti";10;38;9;57
"231050 Pedra Branca";27;15;10;52
"231060 Penaforte";-;2;2;4
"231070 Pentecoste";2;10;7;19
"231080 Pereiro";11;13;10;34
"231085 Pindoretama";6;22;3;31
"231090 Piquet Carneiro";14;11;4;29
"231095 Pires Ferreira";3;9;-;12
"231100 Poranga";5;4;3;12
"231110 Porteiras";-;2;4;6
"231120 Potengi";-;1;2;3
"231123 Potiretama";10;3;4;17
"231126 Quiterianópolis";24;18;15;57
"231130 Quixadá";91;83;69;243
"231135 Quixelô";2;4;5;11
"231140 Quixeramobim";4;35;27;66
"231150 Quixeré";3;4;15;22
"231160 Redenção";16;11;5;32
"231170 Reriutaba";12;11;5;28
"231180 Russas";27;11;12;50
"231190 Saboeiro";-;1;17;18
"231195 Salitre";-;2;3;5
"231220 Santa Quitéria";23;8;9;40
"231200 Santana do Acaraú";12;10;13;35
"231210 Santana do Cariri";12;18;7;37
"231230 São Benedito";60;39;33;132
"231240 São Gonçalo do Amarante";21;13;16;50
"231250 São João do Jaguaribe";3;2;-;5
"231260 São Luís do Curu";1;18;4;23
"231270 Senador Pompeu";26;27;36;89
"231280 Senador Sá";16;8;3;27
"231290 Sobral";98;143;98;339
"231300 Solonópole";5;9;6;20
"231310 Tabuleiro do Norte";5;13;3;21
