 Mortalidade - Brasil
Óbitos p/Residênc por Município e Ano do Óbito
Faixa Etária: 1 a 4 anos
Período:1993-1995
"Município";"1993";"1994";"1995";"Total"
"292990 Seabra";2;1;-;3
"293000 Sebastião Laranjeiras";-;1;2;3
"293010 Senhor do Bonfim";11;2;5;18
"293015 Serra do Ramalho";2;-;1;3
"293030 Serra Dourada";2;1;1;4
"293040 Serra Preta";2;1;-;3
"293050 Serrinha";8;7;6;21
"293070 Simões Filho";12;15;13;40
"293075 Sítio do Mato";1;-;-;1
"293077 Sobradinho";1;2;-;3
"293080 Souto Soares";-;1;-;1
"293090 Tabocas do Brejo Velho";-;1;-;1
"293105 Tanque Novo";-;1;1;2
"293110 Tanquinho";1;-;2;3
"293120 Taperoá";-;2;3;5
"293130 Tapiramutá";2;1;-;3
"293135 Teixeira de Freitas";15;18;19;52
"293140 Teodoro Sampaio";3;2;-;5
"293150 Teofilândia";8;3;1;12
"293170 Terra Nova";3;2;-;5
"293180 Tremedal";-;-;1;1
"293200 Uauá";1;-;-;1
"293210 Ubaíra";2;4;3;9
"293220 Ubaitaba";9;14;11;34
"293230 Ubatã";13;12;4;29
"293250 Una";6;8;10;24
"293260 Urandi";1;3;2;6
"293270 Uruçuca";11;7;6;24
"293280 Utinga";-;2;-;2
"293290 Valença";10;14;8;32
"293300 Valente";8;4;1;13
"293305 Várzea da Roça";3;-;1;4
"293310 Várzea do Poço";1;1;-;2
"293315 Várzea Nova";4;2;1;7
"293317 Varzedo";1;3;-;4
"293320 Vera Cruz";1;2;1;4
"293325 Vereda";-;1;-;1
"293330 Vitória da Conquista";32;34;30;96
"293340 Wagner";1;-;-;1
"293345 Wanderley";-;1;-;1
"293350 Wenceslau Guimarães";1;2;2;5
"293360 Xique-Xique";-;-;1;1
"290000 Município ignorado - BA";6;1;13;20
"310010 Abadia dos Dourados";1;-;-;1
"310020 Abaeté";1;-;2;3
"310030 Abre Campo";3;1;2;6
"310040 Acaiaca";2;-;-;2
"310050 Açucena";1;3;2;6
"310060 Água Boa";1;1;1;3
"310090 Águas Formosas";7;3;3;13
"310100 Águas Vermelhas";-;-;1;1
"310110 Aimorés";2;1;2;5
"310130 Alagoa";1;-;-;1
"310150 Além Paraíba";-;1;5;6
"310160 Alfenas";3;2;3;8
"310163 Alfredo Vasconcelos";-;1;-;1
"310170 Almenara";11;4;4;19
"310180 Alpercata";-;1;-;1
"310190 Alpinópolis";2;3;1;6
"310200 Alterosa";2;-;2;4
"310210 Alto Rio Doce";1;5;3;9
"310220 Alvarenga";1;-;1;2
"310230 Alvinópolis";4;4;-;8
"310240 Alvorada de Minas";-;1;3;4
"310260 Andradas";2;-;3;5
"310280 Andrelândia";-;-;1;1
"310290 Antônio Carlos";1;1;1;3
"310300 Antônio Dias";2;3;1;6
"310340 Araçuaí";3;2;1;6
"310350 Araguari";9;4;7;20
"310370 Araponga";2;1;-;3
"310375 Araporã";1;1;-;2
"310400 Araxá";3;5;8;16
"310420 Arcos";1;-;-;1
"310430 Areado";1;-;-;1
"310450 Arinos";-;1;-;1
"310460 Astolfo Dutra";1;1;-;2
"310470 Ataléia";-;-;2;2
"310480 Augusto de Lima";-;1;-;1
"310490 Baependi";5;1;-;6
"310500 Baldim";-;1;1;2
"310510 Bambuí";1;-;-;1
"310530 Bandeira do Sul";-;1;1;2
"310540 Barão de Cocais";5;7;1;13
"310550 Barão de Monte Alto";1;1;-;2
"310560 Barbacena";14;8;7;29
"310570 Barra Longa";2;-;1;3
"310590 Barroso";1;1;-;2
"310600 Bela Vista de Minas";1;1;-;2
"310610 Belmiro Braga";-;-;1;1
"310620 Belo Horizonte";228;249;178;655
"310630 Belo Oriente";2;1;3;6
"310640 Belo Vale";1;-;-;1
"310650 Berilo";4;2;-;6
"310660 Bertópolis";-;-;1;1
"310670 Betim";28;18;23;69
"310680 Bias Fortes";-;1;-;1
"310690 Bicas";-;1;1;2
"310710 Boa Esperança";2;2;-;4
"310720 Bocaina de Minas";-;1;-;1
"310730 Bocaiúva";7;5;3;15
"310740 Bom Despacho";2;5;2;9
"310750 Bom Jardim de Minas";-;1;1;2
"310770 Bom Jesus do Amparo";1;3;-;4
"310780 Bom Jesus do Galho";4;6;-;10
"310790 Bom Repouso";-;-;1;1
"310800 Bom Sucesso";2;1;2;5
"310810 Bonfim";1;-;-;1
"310820 Bonfinópolis de Minas";-;1;-;1
"310830 Borda da Mata";1;-;-;1
"310840 Botelhos";1;1;2;4
"310850 Botumirim";1;-;-;1
"310860 Brasília de Minas";2;3;1;6
"310880 Braúnas";-;-;2;2
"310890 Brazópolis";1;3;2;6
"310900 Brumadinho";5;2;-;7
"310910 Bueno Brandão";-;1;1;2
"310920 Buenópolis";-;-;1;1
"310930 Buritis";1;1;2;4
"310940 Buritizeiro";5;2;3;10
"310960 Cachoeira da Prata";-;1;-;1
"310970 Cachoeira de Minas";-;-;1;1
"310270 Cachoeira de Pajeú";1;-;-;1
"310990 Caetanópolis";-;2;-;2
"311000 Caeté";9;6;5;20
"311020 Cajuri";1;-;1;2
"311030 Caldas";-;-;1;1
"311040 Camacho";1;-;-;1
"311050 Camanducaia";1;1;2;4
"311060 Cambuí";2;4;1;7
"311070 Cambuquira";3;1;1;5
"311080 Campanário";-;-;2;2
"311090 Campanha";2;1;2;5
"311100 Campestre";2;5;2;9
"311110 Campina Verde";-;1;1;2
"311120 Campo Belo";5;1;3;9
"311130 Campo do Meio";-;-;1;1
"311140 Campo Florido";1;-;-;1
"311160 Campos Gerais";1;2;2;5
"311180 Canápolis";1;-;-;1
"311200 Candeias";-;1;-;1
"311210 Caparaó";2;-;-;2
"311220 Capela Nova";1;1;2;4
"311230 Capelinha";10;8;5;23
"311240 Capetinga";1;-;-;1
"311250 Capim Branco";2;1;-;3
"311260 Capinópolis";4;1;1;6
"311265 Capitão Andrade";-;-;2;2
"311270 Capitão Enéas";1;1;-;2
"311290 Caputira";3;-;2;5
"311300 Caraí";1;-;-;1
"311320 Carandaí";6;4;1;11
"311330 Carangola";-;1;4;5
"311340 Caratinga";10;11;11;32
"311370 Carlos Chagas";-;2;1;3
"311380 Carmésia";1;-;1;2
"311390 Carmo da Cachoeira";1;1;2;4
"311410 Carmo de Minas";-;1;-;1
"311420 Carmo do Cajuru";1;2;-;3
"311430 Carmo do Paranaíba";1;2;1;4
"311440 Carmo do Rio Claro";-;1;1;2
"311450 Carmópolis de Minas";1;1;-;2
"311455 Carneirinho";-;-;1;1
"311470 Carvalhópolis";1;1;-;2
"311510 Cássia";4;1;-;5
"311530 Cataguases";3;5;6;14
"311540 Catas Altas da Noruega";-;1;-;1
"311550 Caxambu";1;1;1;3
"311580 Centralina";-;-;1;1
"311600 Chalé";1;1;1;3
"311610 Chapada do Norte";-;1;-;1
"311630 Cipotânea";-;1;-;1
"311660 Cláudio";2;2;2;6
"311670 Coimbra";1;-;-;1
"311680 Coluna";2;4;3;9
"311690 Comendador Gomes";-;-;1;1
"311700 Comercinho";1;-;-;1
"311710 Conceição da Aparecida";1;-;-;1
"311520 Conceição da Barra de Minas";1;-;1;2
"311730 Conceição das Alagoas";4;-;1;5
"311720 Conceição das Pedras";1;1;-;2
"311750 Conceição do Mato Dentro";4;4;8;16
"311770 Conceição do Rio Verde";2;1;-;3
"311780 Conceição dos Ouros";2;1;1;4
"311790 Congonhal";2;1;-;3
"311800 Congonhas";5;5;6;16
"311810 Congonhas do Norte";1;-;1;2
"311820 Conquista";3;1;-;4
"311830 Conselheiro Lafaiete";7;8;5;20
"311840 Conselheiro Pena";9;3;3;15
"311860 Contagem";59;37;37;133
"311870 Coqueiral";1;-;-;1
"311880 Coração de Jesus";1;2;2;5
"311890 Cordisburgo";-;1;-;1
"311910 Corinto";-;1;1;2
"311920 Coroaci";1;-;-;1
"311930 Coromandel";3;-;-;3
"311940 Coronel Fabriciano";16;9;7;32
"311950 Coronel Murta";1;-;1;2
"311970 Coronel Xavier Chaves";1;-;-;1
"312000 Córrego Novo";1;2;2;5
"312010 Couto de Magalhães de Minas";1;1;1;3
"312020 Cristais";-;-;1;1
"312030 Cristália";-;1;-;1
"312040 Cristiano Otoni";-;1;2;3
"312070 Cruzeiro da Fortaleza";-;1;1;2
"312080 Cruzília";-;-;2;2
"312090 Curvelo";11;4;2;17
"312100 Datas";-;-;1;1
"312120 Delfinópolis";-;-;2;2
"312130 Descoberto";1;1;2;4
"312140 Desterro de Entre Rios";-;-;1;1
"312150 Desterro do Melo";-;-;1;1
"312160 Diamantina";3;5;7;15
"312170 Diogo de Vasconcelos";1;-;-;1
"312180 Dionísio";1;1;1;3
"312190 Divinésia";-;-;2;2
"312200 Divino";4;2;6;12
"312220 Divinolândia de Minas";1;-;1;2
"312230 Divinópolis";12;7;10;29
"312240 Divisa Nova";-;2;1;3
"312250 Dom Cavati";-;2;1;3
"312260 Dom Joaquim";4;3;1;8
"312270 Dom Silvério";3;-;-;3
"312280 Dom Viçoso";-;1;-;1
"312290 Dona Eusébia";1;1;-;2
"312300 Dores de Campos";1;1;1;3
"312320 Dores do Indaiá";3;-;-;3
"312330 Dores do Turvo";1;-;-;1
"312352 Durandé";-;2;1;3
"312360 Elói Mendes";1;1;1;3
"312370 Engenheiro Caldas";2;1;1;4
"312380 Engenheiro Navarro";-;-;1;1
"312385 Entre Folhas";-;-;1;1
"312390 Entre Rios de Minas";1;1;1;3
"312400 Ervália";1;-;1;2
"312410 Esmeraldas";6;2;2;10
"312420 Espera Feliz";1;1;2;4
"312430 Espinosa";4;9;2;15
"312470 Estrela do Indaiá";1;-;2;3
"312500 Ewbank da Câmara";-;1;-;1
"312510 Extrema";3;6;-;9
"312520 Fama";1;-;-;1
"312540 Felício dos Santos";1;1;-;2
"312560 Felisburgo";3;-;1;4
"312570 Felixlândia";1;1;-;2
"312580 Fernandes Tourinho";1;-;-;1
"312590 Ferros";1;1;-;2
"312595 Fervedouro";-;2;-;2
"312600 Florestal";-;1;1;2
"312610 Formiga";6;2;4;12
"312650 Francisco Badaró";1;3;1;5
"312660 Francisco Dumont";-;1;-;1
"312670 Francisco Sá";1;-;1;2
"312680 Frei Gaspar";3;1;2;6
"312690 Frei Inocêncio";1;-;-;1
"312710 Frutal";4;3;2;9
"312730 Galiléia";1;2;1;4
"312750 Gonzaga";1;-;-;1
"312760 Gouveia";2;1;1;4
"312770 Governador Valadares";43;26;15;84
"312780 Grão Mogol";-;-;1;1
"312800 Guanhães";9;6;1;16
"312810 Guapé";-;1;-;1
"312820 Guaraciaba";1;-;1;2
"312830 Guaranésia";2;3;2;7
"312840 Guarani";1;1;-;2
"312850 Guarará";1;1;-;2
"312870 Guaxupé";5;3;5;13
"312880 Guidoval";2;-;-;2
"312890 Guimarânia";-;1;-;1
"312900 Guiricema";-;-;1;1
"312910 Gurinhatã";-;1;-;1
"312920 Heliodora";-;1;-;1
"312930 Iapu";1;1;1;3
"312940 Ibertioga";-;-;1;1
"312950 Ibiá";4;-;2;6
"312960 Ibiaí";1;2;1;4
"312970 Ibiraci";1;1;2;4
"312980 Ibirité";19;15;17;51
"313000 Ibituruna";-;1;-;1
"313005 Icaraí de Minas";-;-;1;1
"313010 Igarapé";3;11;6;20
"313030 Iguatama";1;-;1;2
"313040 Ijaci";-;-;1;1
"313050 Ilicínea";-;2;-;2
"313060 Inconfidentes";-;-;1;1
"313070 Indianópolis";-;-;1;1
"313090 Inhapim";3;2;2;7
"313110 Inimutaba";-;1;-;1
"313120 Ipanema";4;1;3;8
"313130 Ipatinga";17;19;18;54
"313150 Ipuiúna";1;4;-;5
"313160 Iraí de Minas";2;1;-;3
"313170 Itabira";14;13;4;31
"313180 Itabirinha";5;1;1;7
"313190 Itabirito";6;3;4;13
"313200 Itacambira";-;1;-;1
"313210 Itacarambi";3;3;3;9
"313220 Itaguara";1;1;-;2
"313240 Itajubá";5;5;9;19
"313250 Itamarandiba";3;3;3;9
"313260 Itamarati de Minas";1;-;-;1
"313270 Itambacuri";4;7;8;19
"313280 Itambé do Mato Dentro";1;-;1;2
"313290 Itamogi";3;-;-;3
"313300 Itamonte";-;1;1;2
"313320 Itanhomi";4;1;-;5
"313330 Itaobim";1;6;5;12
"313350 Itapecerica";4;-;1;5
"313360 Itapeva";-;1;-;1
"313375 Itaú de Minas";1;-;2;3
"313380 Itaúna";-;7;2;9
"313390 Itaverava";2;1;2;5
"313400 Itinga";1;-;1;2
"313420 Ituiutaba";2;5;1;8
"313430 Itumirim";1;1;2;4
"313440 Iturama";1;4;3;8
"313460 Jaboticatubas";1;2;1;4
"313470 Jacinto";2;1;-;3
"313480 Jacuí";1;-;-;1
"313490 Jacutinga";1;2;2;5
"313500 Jaguaraçu";2;1;1;4
"313505 Jaíba";4;3;3;10
"313510 Janaúba";6;5;3;14
"313520 Januária";4;2;3;9
"313540 Jeceaba";-;-;1;1
"313550 Jequeri";2;3;2;7
"313560 Jequitaí";1;-;2;3
"313570 Jequitibá";1;-;-;1
"313580 Jequitinhonha";3;2;1;6
"313600 Joaíma";2;2;-;4
"313610 Joanésia";-;1;-;1
"313620 João Monlevade";4;3;3;10
"313630 João Pinheiro";4;6;4;14
"313650 Jordânia";2;4;-;6
"313665 Juatuba";-;-;3;3
"313670 Juiz de Fora";38;33;43;114
"313680 Juramento";-;1;-;1
"313700 Ladainha";1;2;1;4
"313720 Lagoa da Prata";2;2;5;9
"313740 Lagoa Dourada";1;-;1;2
"313750 Lagoa Formosa";1;2;1;4
"313753 Lagoa Grande";1;-;-;1
"313760 Lagoa Santa";-;1;2;3
"313770 Lajinha";4;3;1;8
"313780 Lambari";1;1;2;4
"313790 Lamim";1;1;-;2
"313810 Lassance";2;1;1;4
"313820 Lavras";4;10;5;19
"313830 Leandro Ferreira";-;-;1;1
"313840 Leopoldina";3;5;3;11
"313850 Liberdade";-;2;-;2
"313860 Lima Duarte";1;2;2;5
"313862 Limeira do Oeste";-;2;-;2
"313865 Lontra";1;-;1;2
"313880 Luz";2;1;1;4
"313890 Machacalis";1;-;-;1
"313900 Machado";2;6;6;14
"313910 Madre de Deus de Minas";-;-;2;2
"313920 Malacacheta";2;3;3;8
"313930 Manga";5;5;6;16
"313940 Manhuaçu";19;17;9;45
"313950 Manhumirim";1;9;1;11
"313960 Mantena";4;7;3;14
"313980 Mar de Espanha";1;-;1;2
"313970 Maravilhas";1;2;1;4
"313990 Maria da Fé";3;1;1;5
"314000 Mariana";7;3;5;15
"314010 Marilac";1;-;-;1
"314020 Maripá de Minas";2;-;-;2
"314050 Martinho Campos";1;-;2;3
"314060 Materlândia";1;-;-;1
"314070 Mateus Leme";3;1;4;8
"314080 Matias Barbosa";2;3;1;6
"314085 Matias Cardoso";-;1;-;1
"314090 Matipó";4;2;5;11
"314100 Mato Verde";2;1;2;5
"314110 Matozinhos";2;4;2;8
"314150 Mendes Pimentel";1;2;1;4
"314160 Mercês";2;2;-;4
"314170 Mesquita";3;1;-;4
"314180 Minas Novas";1;1;4;6
"314190 Minduri";1;-;-;1
"314200 Mirabela";5;2;-;7
"314210 Miradouro";1;1;3;5
"314220 Miraí";3;2;-;5
"314230 Moeda";1;-;-;1
"314240 Moema";1;-;-;1
"314260 Monsenhor Paulo";1;-;-;1
"314270 Montalvânia";4;-;1;5
"314280 Monte Alegre de Minas";-;-;2;2
"314290 Monte Azul";2;4;3;9
"314300 Monte Belo";2;2;1;5
"314310 Monte Carmelo";3;6;1;10
"314320 Monte Santo de Minas";1;1;1;3
"314340 Monte Sião";1;1;-;2
"314330 Montes Claros";41;30;29;100
"314350 Morada Nova de Minas";1;-;-;1
"314360 Morro da Garça";1;-;-;1
"314370 Morro do Pilar";-;-;2;2
"314380 Munhoz";1;-;-;1
"314390 Muriaé";3;3;3;9
"314400 Mutum";3;3;1;7
"314410 Muzambinho";1;-;2;3
"314430 Nanuque";3;5;11;19
"314440 Natércia";1;-;-;1
"314450 Nazareno";1;1;1;3
"314460 Nepomuceno";3;3;-;6
"314470 Nova Era";3;3;5;11
"314480 Nova Lima";6;8;9;23
"314510 Nova Resende";-;2;1;3
"314520 Nova Serrana";-;2;3;5
"313660 Nova União";1;-;-;1
"314530 Novo Cruzeiro";1;3;4;8
"314550 Olímpio Noronha";1;-;-;1
"314560 Oliveira";1;4;2;7
"314590 Ouro Branco";1;2;4;7
"314600 Ouro Fino";2;-;3;5
"314610 Ouro Preto";10;6;4;20
"314620 Ouro Verde de Minas";3;2;2;7
"314640 Paineiras";-;1;-;1
"314670 Palma";-;1;-;1
"314690 Papagaios";-;1;-;1
"314710 Pará de Minas";3;5;9;17
"314700 Paracatu";11;12;12;35
"314720 Paraguaçu";-;4;-;4
"314730 Paraisópolis";1;1;1;3
"314740 Paraopeba";3;2;-;5
"314760 Passa Quatro";2;-;1;3
"314770 Passa Tempo";-;-;1;1
"314750 Passabém";-;1;-;1
"314790 Passos";2;9;7;18
"314800 Patos de Minas";6;11;6;23
"314810 Patrocínio";7;5;4;16
"314830 Paula Cândido";-;-;1;1
"314840 Paulistas";1;1;1;3
"314860 Peçanha";5;8;5;18
"314870 Pedra Azul";5;5;2;12
"314880 Pedra do Anta";1;1;-;2
"314890 Pedra do Indaiá";-;1;-;1
"314900 Pedra Dourada";-;1;-;1
"314910 Pedralva";1;-;1;2
"314915 Pedras de Maria da Cruz";1;-;1;2
"314930 Pedro Leopoldo";5;3;5;13
"314980 Perdizes";-;1;-;1
"314990 Perdões";2;-;1;3
"315010 Piau";-;1;-;1
"315020 Piedade de Ponte Nova";3;1;2;6
"315060 Piracema";1;-;-;1
"315080 Piranga";3;-;6;9
"315090 Piranguçu";-;1;-;1
"315100 Piranguinho";1;-;2;3
"315110 Pirapetinga";1;-;3;4
"315120 Pirapora";9;5;4;18
"315140 Pitangui";1;3;2;6
"315150 Piumhi";2;-;3;5
"315170 Poço Fundo";2;1;1;4
"315180 Poços de Caldas";10;12;5;27
"315190 Pocrane";-;1;-;1
"315200 Pompéu";2;2;1;5
"315210 Ponte Nova";6;8;8;22
"315220 Porteirinha";3;8;4;15
"315240 Poté";-;1;1;2
"315250 Pouso Alegre";3;6;7;16
"315270 Prados";1;1;-;2
"315290 Pratápolis";1;-;1;2
"315310 Presidente Bernardes";1;-;-;1
"315320 Presidente Juscelino";1;-;-;1
"315340 Presidente Olegário";-;1;1;2
"315360 Prudente de Morais";-;2;1;3
"315390 Raposos";2;3;4;9
"315400 Raul Soares";1;6;2;9
"315410 Recreio";-;-;1;1
"315420 Resende Costa";2;1;1;4
"315430 Resplendor";3;4;1;8
"315440 Ressaquinha";-;1;-;1
"315450 Riacho dos Machados";1;-;-;1
"315460 Ribeirão das Neves";18;13;24;55
"315480 Rio Acima";1;-;1;2
"315490 Rio Casca";7;3;2;12
"315510 Rio do Prado";1;-;-;1
"315500 Rio Doce";1;-;1;2
"315520 Rio Espera";1;1;-;2
"315530 Rio Manso";1;-;1;2
"315560 Rio Pardo de Minas";1;3;1;5
"315570 Rio Piracicaba";3;2;-;5
"315600 Rio Vermelho";3;2;4;9
"315610 Ritápolis";-;1;1;2
"315620 Rochedo de Minas";-;1;-;1
"315650 Rubelita";-;1;-;1
"315660 Rubim";-;-;1;1
"315670 Sabará";11;9;9;29
"315680 Sabinópolis";3;4;2;9
"315690 Sacramento";1;1;2;4
"315700 Salinas";-;1;5;6
"315710 Salto da Divisa";3;1;1;5
"315720 Santa Bárbara";2;7;-;9
"315730 Santa Bárbara do Tugúrio";2;-;-;2
"315750 Santa Efigênia de Minas";-;-;1;1
"315780 Santa Luzia";23;19;18;60
"315790 Santa Margarida";5;6;5;16
"315800 Santa Maria de Itabira";4;4;2;10
"315810 Santa Maria do Salto";1;-;4;5
"315820 Santa Maria do Suaçuí";1;2;2;5
"315920 Santa Rita de Caldas";1;-;1;2
"315930 Santa Rita de Jacutinga";-;1;1;2
"315935 Santa Rita de Minas";-;2;-;2
"315960 Santa Rita do Sapucaí";1;1;4;6
"315970 Santa Rosa da Serra";-;-;1;1
"315980 Santa Vitória";-;3;1;4
"315830 Santana da Vargem";1;-;-;1
"315840 Santana de Cataguases";1;-;-;1
"315850 Santana de Pirapama";2;1;2;5
"315880 Santana do Jacaré";-;-;1;1
"315890 Santana do Manhuaçu";1;1;-;2
"315895 Santana do Paraíso";-;3;-;3
"315900 Santana do Riacho";-;-;2;2
"315990 Santo Antônio do Amparo";2;5;1;8
"316010 Santo Antônio do Grama";1;-;1;2
"316030 Santo Antônio do Jacinto";-;1;-;1
"316040 Santo Antônio do Monte";1;1;2;4
"316060 Santo Hipólito";1;-;-;1
"316070 Santos Dumont";2;6;6;14
"316080 São Bento Abade";-;1;1;2
"316090 São Brás do Suaçuí";-;-;1;1
"316100 São Domingos do Prata";1;5;-;6
"316110 São Francisco";10;5;9;24
"316120 São Francisco de Paula";1;-;-;1
"316150 São Geraldo";1;-;1;2
"316160 São Geraldo da Piedade";1;-;-;1
"316190 São Gonçalo do Rio Abaixo";1;3;4;8
"316200 São Gonçalo do Sapucaí";1;3;1;5
"316210 São Gotardo";3;-;2;5
"316240 São João da Ponte";-;-;1;1
"316250 São João del Rei";6;4;4;14
"316255 São João do Manhuaçu";1;-;2;3
"316257 São João do Manteninha";-;2;-;2
"316260 São João do Oriente";3;-;2;5
"316270 São João do Paraíso";2;3;-;5
"316280 São João Evangelista";2;1;1;4
"316290 São João Nepomuceno";1;2;1;4
"316295 São José da Lapa";2;-;1;3
"316300 São José da Safira";-;1;-;1
"316310 São José da Varginha";1;-;-;1
"316340 São José do Goiabal";1;-;-;1
"316350 São José do Jacuri";-;3;2;5
"316360 São José do Mantimento";-;1;-;1
"316370 São Lourenço";2;3;5;10
"316380 São Miguel do Anta";2;2;-;4
"316390 São Pedro da União";-;1;1;2
"316400 São Pedro dos Ferros";-;-;1;1
"316420 São Romão";1;-;3;4
"316450 São Sebastião do Maranhão";-;1;1;2
"316470 São Sebastião do Paraíso";6;2;4;12
"316480 São Sebastião do Rio Preto";-;-;1;1
"316520 São Thomé das Letras";-;-;1;1
"316500 São Tiago";-;-;1;1
"316530 São Vicente de Minas";-;-;1;1
"316570 Senador Firmino";1;1;1;3
"316590 Senador Modestino Gonçalves";1;-;-;1
"316610 Senhora do Porto";-;1;-;1
"316620 Senhora dos Remédios";-;2;-;2
"316630 Sericita";1;1;1;3
"316640 Seritinga";-;1;-;1
"316650 Serra Azul de Minas";3;3;1;7
"316680 Serra do Salitre";1;-;1;2
"316670 Serra dos Aimorés";-;1;1;2
"316690 Serrania";-;2;-;2
"316710 Serro";3;-;2;5
"316720 Sete Lagoas";17;13;25;55
"316760 Simonésia";5;-;-;5
"316770 Sobrália";3;1;1;5
"316790 Tabuleiro";1;-;-;1
"316800 Taiobeiras";5;6;5;16
"316820 Tapiraí";-;-;1;1
"316840 Tarumirim";2;2;3;7
"316850 Teixeiras";1;-;2;3
"316860 Teófilo Otoni";23;9;7;39
"316870 Timóteo";4;5;5;14
"316880 Tiradentes";-;1;-;1
"316900 Tocantins";1;1;1;3
"316910 Toledo";1;1;-;2
"316930 Três Corações";8;10;7;25
"316935 Três Marias";2;-;1;3
"316940 Três Pontas";4;5;5;14
"316950 Tumiritinga";1;2;1;4
"316960 Tupaciguara";2;3;1;6
"316970 Turmalina";1;4;3;8
"316990 Ubá";5;6;6;17
"317000 Ubaí";1;1;-;2
"317005 Ubaporanga";2;-;1;3
"317010 Uberaba";17;20;19;56
"317020 Uberlândia";30;25;32;87
"317040 Unaí";4;4;5;13
"317050 Urucânia";1;1;-;2
"317052 Urucuia";1;-;1;2
"317070 Varginha";3;7;8;18
"317080 Várzea da Palma";1;4;4;9
"317090 Varzelândia";2;1;3;6
"317100 Vazante";-;1;-;1
"317110 Veríssimo";-;-;1;1
"317120 Vespasiano";6;11;14;31
"317130 Viçosa";-;2;1;3
"317140 Vieiras";-;-;1;1
"317160 Virgem da Lapa";1;1;1;3
"317170 Virgínia";2;1;3;6
"317180 Virginópolis";3;3;-;6
"317190 Virgolândia";-;-;2;2
"317200 Visconde do Rio Branco";5;3;4;12
"310000 Município ignorado - MG";1;3;1;5
"320010 Afonso Cláudio";4;4;3;11
"320016 Água Doce do Norte";-;-;3;3
"320013 Águia Branca";-;1;1;2
"320020 Alegre";1;5;1;7
"320030 Alfredo Chaves";-;-;3;3
"320035 Alto Rio Novo";1;-;1;2
"320040 Anchieta";2;2;2;6
"320050 Apiacá";-;1;-;1
"320060 Aracruz";9;11;9;29
"320070 Atilio Vivacqua";-;1;-;1
"320080 Baixo Guandu";8;5;3;16
"320090 Barra de São Francisco";12;6;5;23
"320100 Boa Esperança";3;3;1;7
"320110 Bom Jesus do Norte";-;-;2;2
"320120 Cachoeiro de Itapemirim";28;14;8;50
"320130 Cariacica";41;27;28;96
"320140 Castelo";-;5;-;5
"320150 Colatina";8;8;7;23
"320160 Conceição da Barra";9;8;7;24
"320170 Conceição do Castelo";3;-;1;4
"320180 Divino de São Lourenço";1;2;-;3
"320190 Domingos Martins";6;3;6;15
"320200 Dores do Rio Preto";-;-;1;1
"320210 Ecoporanga";-;5;2;7
"320220 Fundão";-;1;2;3
"320230 Guaçuí";2;8;3;13
"320240 Guarapari";5;11;7;23
"320245 Ibatiba";1;2;1;4
"320250 Ibiraçu";1;-;-;1
"320255 Ibitirama";-;3;2;5
"320265 Irupi";1;-;1;2
"320270 Itaguaçu";2;2;-;4
"320280 Itapemirim";7;6;4;17
"320300 Iúna";5;2;2;9
"320305 Jaguaré";3;3;3;9
"320310 Jerônimo Monteiro";-;1;-;1
"320313 João Neiva";1;-;2;3
"320316 Laranja da Terra";-;1;1;2
"320320 Linhares";21;15;12;48
"320330 Mantenópolis";3;3;2;8
"320334 Marechal Floriano";-;-;2;2
"320335 Marilândia";1;-;-;1
"320340 Mimoso do Sul";4;2;3;9
"320350 Montanha";4;1;3;8
"320360 Mucurici";1;-;1;2
"320370 Muniz Freire";3;-;2;5
"320380 Muqui";3;4;1;8
"320390 Nova Venécia";7;5;3;15
"320400 Pancas";4;-;1;5
"320405 Pedro Canário";12;7;11;30
"320410 Pinheiros";2;3;6;11
"320420 Piúma";1;-;-;1
"320430 Presidente Kennedy";-;1;-;1
"320435 Rio Bananal";1;-;3;4
"320450 Santa Leopoldina";-;1;3;4
"320455 Santa Maria de Jetibá";3;1;1;5
"320460 Santa Teresa";3;-;3;6
"320470 São Gabriel da Palha";4;8;1;13
"320480 São José do Calçado";2;1;-;3
"320490 São Mateus";12;7;8;27
"320500 Serra";33;28;22;83
"320503 Vargem Alta";2;-;-;2
"320506 Venda Nova do Imigrante";-;-;1;1
"320510 Viana";1;3;7;11
"320515 Vila Pavão";1;-;2;3
"320520 Vila Velha";22;15;21;58
"320530 Vitória";17;18;16;51
"320000 Município ignorado - ES";1;7;3;11
"330010 Angra dos Reis";10;14;3;27
"330020 Araruama";6;12;10;28
"330022 Areal";-;1;1;2
"330025 Arraial do Cabo";2;1;2;5
"330030 Barra do Piraí";15;8;4;27
"330040 Barra Mansa";11;9;10;30
"330045 Belford Roxo";31;56;58;145
"330050 Bom Jardim";-;2;3;5
"330060 Bom Jesus do Itabapoana";2;2;2;6
"330070 Cabo Frio";20;17;18;55
"330080 Cachoeiras de Macacu";5;3;1;9
"330090 Cambuci";2;2;1;5
"330100 Campos dos Goytacazes";61;48;32;141
"330110 Cantagalo";-;-;2;2
"330115 Cardoso Moreira";-;2;1;3
"330120 Carmo";-;-;5;5
"330130 Casimiro de Abreu";1;4;3;8
"330095 Comendador Levy Gasparian";4;1;3;8
"330140 Conceição de Macabu";-;2;3;5
"330150 Cordeiro";-;2;1;3
"330160 Duas Barras";-;-;4;4
"330170 Duque de Caxias";87;100;83;270
"330180 Engenheiro Paulo de Frontin";2;1;-;3
"330185 Guapimirim";4;5;2;11
"330190 Itaboraí";22;22;16;60
